cell_id,row,col,corner_index,source_lon,source_lat,theta_rad,theta_deg,rho_unclipped,R,annulus_x,annulus_y
5,3,3,4,115.5000000000,39.7000000000,3.8081790276,218.192586,0.9980073361,1.8483062357,-1.4526520894,-1.1428201294
6,3,4,1,115.5999940000,39.6000000000,3.9367963799,225.561817,0.9850191925,1.8372663137,-1.2863423851,-1.3118196429
6,3,4,2,115.6999940000,39.6000000000,3.9954729879,228.923739,0.9877772610,1.8396106719,-1.2087400432,-1.3867641948
6,3,4,3,115.6999940000,39.7000000000,3.9186132808,224.520003,0.8593967991,1.7304872793,-1.2338473133,-1.2133453883
6,3,4,4,115.5999940000,39.7000000000,3.8599238079,221.157343,0.9121068382,1.7752908125,-1.3366254943,-1.1683705563
7,3,5,1,115.7000000000,39.6000000000,3.9954767028,228.923952,0.9877719026,1.8396061172,-1.2087318989,-1.3867652516
7,3,5,2,115.8000000000,39.6000000000,4.0608300145,232.668421,0.9197047424,1.7817490310,-1.0805002516,-1.4167387960
7,3,5,3,115.8000000000,39.7000000000,3.9852500592,228.338009,0.8594198198,1.7305068468,-1.1503283058,-1.2928258722
7,3,5,4,115.7000000000,39.7000000000,3.9186170303,224.520217,0.8593936294,1.7304845850,-1.2338408428,-1.2133481254
8,3,6,1,115.8000060000,39.6000000000,4.0608341476,232.668658,0.9196997855,1.7817448177,-1.0804918409,-1.4167399115
8,3,6,2,115.9000060000,39.6000000000,4.1334113349,236.827024,0.9412193018,1.8000364066,-0.9849232010,-1.5066709505
8,3,6,3,115.9000060000,39.7000000000,4.0608349513,232.668704,0.7883134634,1.6700664439,-1.0127663889,-1.3279405742
8,3,6,4,115.8000060000,39.7000000000,3.9852543159,228.338253,0.8594144614,1.7305022922,-1.1503197750,-1.2928273661
9,3,7,1,115.9000000000,39.6000000000,4.1334067550,236.826762,0.9412170021,1.8000344517,-0.9849290318,-1.5066648034
9,3,7,2,116.0000000000,39.6000000000,4.2135759231,241.420117,0.9781065108,1.8313905342,-0.8761071252,-1.6082374184
9,3,7,3,116.0000000000,39.7000000000,4.1462349109,237.561761,0.8122333578,1.6903983541,-0.9067130660,-1.4266457204
9,3,7,4,115.9000000000,39.7000000000,4.0608301293,232.668428,0.7883184203,1.6700706573,-1.0127753473,-1.3279390408
10,3,8,1,116.0000000000,39.6000000000,4.2135759231,241.420117,0.9781065108,1.8313905342,-0.8761071252,-1.6082374184
10,3,8,2,116.1000000000,39.6000000000,4.3013980407,246.451954,0.9675204655,1.8223923957,-0.7280784623,-1.6706333519
10,3,8,3,116.1000000000,39.7000000000,4.2420084579,243.049181,0.8299834799,1.7054859579,-0.7729697505,-1.5202631737
10,3,8,4,116.0000000000,39.7000000000,4.1462349109,237.561761,0.8122333578,1.6903983541,-0.9067130660,-1.4266457204
11,3,9,1,116.0999940000,39.6000000000,4.3013925470,246.451639,0.9675205369,1.8223924564,-0.7280876645,-1.6706294077
11,3,9,2,116.1999940000,39.6000000000,4.3964721533,251.899299,0.9826816016,1.8352793614,-0.5701993784,-1.7444549301
11,3,9,3,116.1999940000,39.7000000000,4.3480705682,249.126093,0.8345686686,1.7093833683,-0.6090747029,-1.5971911302
11,3,9,4,116.0999940000,39.7000000000,4.2420023978,243.048834,0.8299835513,1.7054860186,-0.7729789909,-1.5202585435
12,3,10,1,116.2000000000,39.6000000000,4.3964780595,251.899638,0.9826826838,1.8352802812,-0.5701893612,-1.7444591721
12,3,10,2,116.3000000000,39.6000000000,4.4978379087,257.707129,0.8792553110,1.7473670143,-0.3720298395,-1.7073035118
12,3,10,3,116.3000000000,39.7000000000,4.4634403067,255.736292,0.7807412227,1.6636300393,-0.4098937860,-1.6123436333
12,3,10,4,116.2000000000,39.7000000000,4.3480772266,249.126474,0.8345697508,1.7093842882,-0.6090643958,-1.5971960451
13,3,11,1,116.3000060000,39.6000000000,4.4978441495,257.707487,0.8792524350,1.7473645698,-0.3720186640,-1.7073034450
13,3,11,2,116.4000060000,39.6000000000,4.6038710466,263.782380,0.8245841079,1.7008964917,-0.1842157171,-1.6908913168
13,3,11,3,116.4000060000,39.7000000000,4.5859633393,262.756344,0.7091822611,1.6028049219,-0.2020962685,-1.5900128037
13,3,11,4,116.3000060000,39.7000000000,4.4634474704,255.736702,0.7807232766,1.6636147851,-0.4098784774,-1.6123317857
14,3,12,1,116.4000000000,39.6000000000,4.6038645861,263.782010,0.8245851142,1.7008973471,-0.1842267337,-1.6908909769
14,3,12,2,116.5000000000,39.6000000000,4.7123889804,270.000000,0.9309218593,1.7912835804,-0.0000000000,-1.7912835804
14,3,12,3,116.5000000000,39.7000000000,4.7123889804,270.000000,0.7979332123,1.6782432304,-0.0000000000,-1.6782432304
14,3,12,4,116.4000000000,39.7000000000,4.5859558339,262.755914,0.7091832674,1.6028057773,-0.2021083101,-1.5900121354
15,3,13,1,116.5000000000,39.6000000000,4.7123889804,270.000000,0.9309218593,1.7912835804,-0.0000000000,-1.7912835804
15,3,13,2,116.6000000000,39.6000000000,4.8209133746,276.217990,1.0247679282,1.8710527389,0.2026565185,-1.8600453455
15,3,13,3,116.6000000000,39.7000000000,4.8388221269,277.244086,0.8686979505,1.7383932579,0.2192054262,-1.7245173528
15,3,13,4,116.5000000000,39.7000000000,4.7123889804,270.000000,0.7979332123,1.6782432304,-0.0000000000,-1.6782432304
16,3,14,1,116.5999940000,39.6000000000,4.8209069142,276.217620,1.0247655862,1.8710507483,0.2026442861,-1.8600446758
16,3,14,2,116.6999940000,39.6000000000,4.9269338113,282.292513,0.9843074658,1.8366613459,0.3910301903,-1.7945529499
16,3,14,3,116.6999940000,39.7000000000,4.9613304904,284.263298,0.8681633676,1.7379388625,0.4281903125,-1.6843647307
16,3,14,4,116.5999940000,39.7000000000,4.8388146215,277.243656,0.8687136631,1.7384066137,0.2191941670,-1.7245322472
17,3,15,1,116.7000000000,39.6000000000,4.9269400521,282.292871,0.9843096226,1.8366631792,0.3910417801,-1.7945523008
17,3,15,2,116.8000000000,39.6000000000,5.0282999013,288.100362,1.0050121006,1.8542602855,0.5760861153,-1.7624999275
17,3,15,3,116.8000000000,39.7000000000,5.0767007341,290.873526,0.9095519390,1.7731191482,0.6317735281,-1.6567479358
17,3,15,4,116.7000000000,39.7000000000,4.9613376541,284.263708,0.8681664715,1.7379415008,0.4282030288,-1.6843642202
18,4,3,1,115.5000000000,39.7000000000,3.8081790276,218.192586,0.9980073361,1.8483062357,-1.4526520894,-1.1428201294
18,4,3,2,115.6000000000,39.7000000000,3.8599271113,221.157533,0.9121052172,1.7752894346,-1.3366205973,-1.1683740649
18,4,3,3,115.6000000000,39.8000000000,3.7711507394,216.071021,0.8864485284,1.7534812491,-1.4173174676,-1.0324280541
18,4,3,4,115.5000000000,39.8000000000,3.7218905485,213.248620,0.9445054969,1.8028296724,-1.5077052999,-0.9884429960
19,4,4,1,115.5999940000,39.7000000000,3.8599238079,221.157343,0.9121068382,1.7752908125,-1.3366254943,-1.1683705563
19,4,4,2,115.6999940000,39.7000000000,3.9186132808,224.520003,0.8593967991,1.7304872793,-1.2338473133,-1.2133453883
19,4,4,3,115.6999940000,39.8000000000,3.8281033169,219.334164,0.7885379108,1.6702572242,-1.2918811744,-1.0586794728
19,4,4,4,115.5999940000,39.8000000000,3.7711475666,216.070839,0.8864534582,1.7534854395,-1.4173241302,-1.0324260246
20,4,5,1,115.7000000000,39.7000000000,3.9186170303,224.520217,0.8593936294,1.7304845850,-1.2338408428,-1.2133481254
20,4,5,2,115.8000000000,39.7000000000,3.9852500592,228.338009,0.8594198198,1.7305068468,-1.1503283058,-1.2928258722
20,4,5,3,115.8000000000,39.8000000000,3.8942451568,223.123812,0.7113209524,1.6046228095,-1.1711792849,-1.0968835141
20,4,5,4,115.7000000000,39.8000000000,3.8281069938,219.334374,0.7885297124,1.6702502556,-1.2918718918,-1.0586798058
21,4,6,1,115.8000060000,39.7000000000,3.9852543159,228.338253,0.8594144614,1.7305022922,-1.1503197750,-1.2928273661
21,4,6,2,115.9000060000,39.7000000000,4.0608349513,232.668704,0.7883134634,1.6700664439,-1.0127663889,-1.3279405742
21,4,6,3,115.9000060000,39.8000000000,3.9712441739,227.535531,0.7186203272,1.6108272782,-1.0875224485,-1.1883010747
21,4,6,4,115.8000060000,39.8000000000,3.8942494334,223.124057,0.7113141236,1.6046170051,-1.1711703575,-1.0968845549
22,4,7,1,115.9000000000,39.7000000000,4.0608301293,232.668428,0.7883184203,1.6700706573,-1.0127753473,-1.3279390408
22,4,7,2,116.0000000000,39.7000000000,4.1462349109,237.561761,0.8122333578,1.6903983541,-0.9067130660,-1.4266457204
22,4,7,3,116.0000000000,39.8000000000,4.0608302901,232.668437,0.6569320982,1.5583922835,-0.9450504065,-1.2391393136
22,4,7,4,115.9000000000,39.8000000000,3.9712391935,227.535245,0.7186202034,1.6108271729,-1.0875282957,-1.1882955806
23,4,8,1,116.0000000000,39.7000000000,4.1462349109,237.561761,0.8122333578,1.6903983541,-0.9067130660,-1.4266457204
23,4,8,2,116.1000000000,39.7000000000,4.2420084579,243.049181,0.8299834799,1.7054859579,-0.7729697505,-1.5202631737
23,4,8,3,116.1000000000,39.8000000000,4.1645517241,238.611237,0.6996534070,1.5947053959,-0.8305898921,-1.3613249909
23,4,8,4,116.0000000000,39.8000000000,4.0608302901,232.668437,0.6569320982,1.5583922835,-0.9450504065,-1.2391393136
24,4,9,1,116.0999940000,39.7000000000,4.2420023978,243.048834,0.8299835513,1.7054860186,-0.7729789909,-1.5202585435
24,4,9,2,116.1999940000,39.7000000000,4.3480705682,249.126093,0.8345686686,1.7093833683,-0.6090747029,-1.5971911302
24,4,9,3,116.1999940000,39.8000000000,4.2832252653,245.410730,0.6912565180,1.5875680403,-0.6606037348,-1.4435979316
24,4,9,4,116.0999940000,39.8000000000,4.1645450548,238.610855,0.6996576171,1.5947089745,-0.8306008350,-1.3613225063
25,4,10,1,116.2000000000,39.7000000000,4.3480772266,249.126474,0.8345697508,1.7093842882,-0.6090643958,-1.5971960451
25,4,10,2,116.3000000000,39.7000000000,4.4634403067,255.736292,0.7807412227,1.6636300393,-0.4098937860,-1.6123436333
25,4,10,3,116.3000000000,39.8000000000,4.4162903280,253.034797,0.6970821962,1.5925198668,-0.4646827533,-1.5232168148
25,4,10,4,116.2000000000,39.8000000000,4.2832328327,245.411164,0.6912564465,1.5875679796,-0.6605927853,-1.4436028754
26,4,11,1,116.3000060000,39.7000000000,4.4634474704,255.736702,0.7807232766,1.6636147851,-0.4098784774,-1.6123317857
26,4,11,2,116.4000060000,39.7000000000,4.5859633393,262.756344,0.7091822611,1.6028049219,-0.2020962685,-1.5900128037
26,4,11,3,116.4000060000,39.8000000000,4.5610312899,261.327843,0.5945635713,1.5053790356,-0.2269817125,-1.4881684525
26,4,11,4,116.3000060000,39.8000000000,4.4162987008,253.035277,0.6970776970,1.5925160424,-0.4646688838,-1.5232170475
27,4,12,1,116.4000000000,39.7000000000,4.5859558339,262.755914,0.7091832674,1.6028057773,-0.2021083101,-1.5900121354
27,4,12,2,116.5000000000,39.7000000000,4.7123889804,270.000000,0.7979332123,1.6782432304,-0.0000000000,-1.6782432304
27,4,12,3,116.5000000000,39.8000000000,4.7123889804,270.000000,0.6649445652,1.5652028804,-0.0000000000,-1.5652028804
27,4,12,4,116.4000000000,39.8000000000,4.5610223459,261.327331,0.5945703639,1.5053848093,-0.2269958932,-1.4881721300
28,4,13,1,116.5000000000,39.7000000000,4.7123889804,270.000000,0.7979332123,1.6782432304,-0.0000000000,-1.6782432304
28,4,13,2,116.6000000000,39.7000000000,4.8388221269,277.244086,0.8686979505,1.7383932579,0.2192054262,-1.7245173528
28,4,13,3,116.6000000000,39.8000000000,4.8637556148,278.672669,0.7159305338,1.6085409537,0.2425507341,-1.5901487796
28,4,13,4,116.5000000000,39.8000000000,4.7123889804,270.000000,0.6649445652,1.5652028804,-0.0000000000,-1.5652028804
29,4,14,1,116.5999940000,39.7000000000,4.8388146215,277.243656,0.8687136631,1.7384066137,0.2191941670,-1.7245322472
29,4,14,2,116.6999940000,39.7000000000,4.9613304904,284.263298,0.8681633676,1.7379388625,0.4281903125,-1.6843647307
29,4,14,3,116.6999940000,39.8000000000,5.0084792600,286.964723,0.7176959541,1.6100415610,0.4697825297,-1.5399799359
29,4,14,4,116.5999940000,39.8000000000,4.8637466709,278.672157,0.7159305879,1.6085409997,0.2425365188,-1.5901509944
30,4,15,1,116.7000000000,39.7000000000,4.9613376541,284.263708,0.8681664715,1.7379415008,0.4282030288,-1.6843642202
30,4,15,2,116.8000000000,39.7000000000,5.0767007341,290.873526,0.9095519390,1.7731191482,0.6317735281,-1.6567479358
30,4,15,3,116.8000000000,39.8000000000,5.1415451281,294.588836,0.8018631263,1.6815836573,0.6997130492,-1.5290929486
30,4,15,4,116.7000000000,39.8000000000,5.0084876328,286.965203,0.7176891744,1.6100357983,0.4697937422,-1.5399704905
31,4,16,1,116.8000060000,39.7000000000,5.0767073926,290.873907,0.9095593452,1.7731254434,0.6317868025,-1.6567496112
31,4,16,2,116.9000060000,39.7000000000,5.1827755629,296.951166,1.0017707503,1.8515051377,0.8391593700,-1.6504189852
31,4,16,3,116.9000060000,39.8000000000,5.2602329059,301.389145,0.9442873095,1.8026442131,0.9389034693,-1.5388263172
31,4,16,4,116.8000060000,39.8000000000,5.1415526954,294.589270,0.8018659847,1.6815860870,0.6997256315,-1.5290898629
32,5,3,1,115.5000000000,39.8000020000,3.7218887144,213.248515,0.9445058101,1.8028299386,-1.5077073353,-0.9884403767
32,5,3,2,115.6000000000,39.8000020000,3.7711488357,216.070912,0.8864479405,1.7534807494,-1.4173190291,-1.0324250618
32,5,3,3,115.6000000000,39.9000020000,3.6692301637,210.231402,0.9146593474,1.7774604453,-1.5357240100,-0.8949398862
32,5,3,4,115.5000000000,39.9000020000,3.6246264954,207.675801,1.0151309141,1.8628612770,-1.6497310908,-0.8652395421
33,5,4,1,115.5999940000,39.8000020000,3.7711456630,216.070730,0.8864528703,1.7534849397,-1.4173256917,-1.0324230323
33,5,4,2,115.6999940000,39.8000020000,3.8281013559,219.334051,0.7885391291,1.6702582598,-1.2918840515,-1.0586775958
33,5,4,3,115.6999940000,39.9000020000,3.7218850463,213.248305,0.7556108161,1.6422691937,-1.3734336286,-0.9004044493
33,5,4,4,115.5999940000,39.9000020000,3.6692272636,210.231236,0.9146660128,1.7774661109,-1.5357315004,-0.8949382850
34,5,5,1,115.7000000000,39.8000020000,3.8281050328,219.334262,0.7885309308,1.6702512911,-1.2918747689,-1.0586779288
34,5,5,2,115.8000000000,39.8000020000,3.8942431611,223.123698,0.7113212939,1.6046230998,-1.1711816858,-1.0968813752
34,5,5,3,115.8000000000,39.9000020000,3.7846118305,216.842285,0.6927255838,1.5888167462,-1.2715126702,-0.9526773759
34,5,5,4,115.7000000000,39.9000020000,3.7218884852,213.248502,0.7556046794,1.6422639775,-1.3734261699,-0.9004063124
35,5,6,1,115.8000060000,39.8000020000,3.8942474377,223.123943,0.7113144651,1.6046172953,-1.1711727584,-1.0968824160
35,5,6,2,115.9000060000,39.8000020000,3.9712421818,227.535416,0.7186174032,1.6108247927,-1.0875231378,-1.1882970747
35,5,6,3,115.9000060000,39.9000020000,3.8599300018,221.157698,0.6080666656,1.5168566658,-1.1420429257,-0.9982945959
35,5,6,4,115.8000060000,39.9000020000,3.7846159436,216.842521,0.6927206540,1.5888125559,-1.2715053982,-0.9526800932
36,5,7,1,115.9000000000,39.8000020000,3.9712372013,227.535131,0.7186172793,1.6108246874,-1.0875289849,-1.1882915806
36,5,7,2,116.0000000000,39.8000020000,4.0608283613,232.668326,0.6569311228,1.5583914544,-0.9450522937,-1.2391368315
36,5,7,3,116.0000000000,39.9000020000,3.9508747279,226.368447,0.5744806116,1.4883085198,-1.0269600248,-1.0772257692
36,5,7,4,115.9000000000,39.9000020000,3.8599250466,221.157414,0.6080682866,1.5168580436,-1.1420489098,-0.9982898438
37,5,8,1,116.0000000000,39.8000020000,4.0608283613,232.668326,0.6569311228,1.5583914544,-0.9450522937,-1.2391368315
37,5,8,2,116.1000000000,39.8000020000,4.1645499456,238.611135,0.6996517311,1.5947039714,-0.8305915712,-1.3613222977
37,5,8,3,116.1000000000,39.9000020000,4.0608281202,232.668313,0.5255448007,1.4467130806,-0.8773276724,-1.1503368606
37,5,8,4,116.0000000000,39.9000020000,3.9508747279,226.368447,0.5744806116,1.4883085198,-1.0269600248,-1.0772257692
38,5,9,1,116.0999940000,39.8000020000,4.1645432764,238.610753,0.6996559411,1.5947075500,-0.8306025141,-1.3613198131
38,5,9,2,116.1999940000,39.8000020000,4.2832237518,245.410644,0.6912537672,1.5875657021,-0.6606049468,-1.4435948057
38,5,9,3,116.1999940000,39.9000020000,4.1928015723,240.229834,0.5456918124,1.4638380406,-0.7268278507,-1.2706467190
38,5,9,4,116.0999940000,39.9000020000,4.0608208873,232.667898,0.5255497576,1.4467172940,-0.8773385477,-1.1503338651
39,5,10,1,116.2000000000,39.8000020000,4.2832313192,245.411077,0.6912536958,1.5875656414,-0.6605939972,-1.4435997495
39,5,10,2,116.3000000000,39.8000020000,4.4162892116,253.034733,0.6970800078,1.5925180066,-0.4646839110,-1.5232145168
39,5,10,3,116.3000000000,39.9000020000,4.3480758394,249.126395,0.5563773653,1.4729207605,-0.5248128596,-1.3762510778
39,5,10,4,116.2000000000,39.9000020000,4.1928101921,240.230328,0.5456876024,1.4638344620,-0.7268151212,-1.2706498777
40,5,11,1,116.3000060000,39.8000020000,4.4162975844,253.035213,0.6970755086,1.5925141823,-0.4646700415,-1.5232147496
40,5,11,2,116.4000060000,39.8000020000,4.5610306936,261.327809,0.5945616458,1.5053773990,-0.2269823530,-1.4881666992
40,5,11,3,116.4000060000,39.9000020000,4.5239938545,259.205754,0.4955795169,1.4212425894,-0.2661740917,-1.3960952155
40,5,11,4,116.3000060000,39.9000020000,4.3480858272,249.126967,0.5563784475,1.4729216804,-0.5247994417,-1.3762571789
41,5,12,1,116.4000000000,39.8000020000,4.5610217497,261.327297,0.5945684384,1.5053831727,-0.2269965337,-1.4881703767
41,5,12,2,116.5000000000,39.8000020000,4.7123889804,270.000000,0.6649419054,1.5652006196,-0.0000000000,-1.5652006196
41,5,12,3,116.5000000000,39.9000020000,4.7123889804,270.000000,0.5319532584,1.4521602696,-0.0000000000,-1.4521602696
41,5,12,4,116.4000000000,39.9000020000,4.5239828157,259.205122,0.4955823929,1.4212450339,-0.2661899607,-1.3960946785
42,5,13,1,116.5000000000,39.8000020000,4.7123889804,270.000000,0.6649419054,1.5652006196,-0.0000000000,-1.5652006196
42,5,13,2,116.6000000000,39.8000020000,4.8637562111,278.672703,0.7159276665,1.6085385165,0.2425513147,-1.5901462256
42,5,13,3,116.6000000000,39.9000020000,4.9007951451,280.794878,0.5725615043,1.4866772786,0.2784449950,-1.4603690340
42,5,13,4,116.5000000000,39.9000020000,4.7123889804,270.000000,0.5319532584,1.4521602696,-0.0000000000,-1.4521602696
43,5,14,1,116.5999940000,39.8000020000,4.8637472671,278.672191,0.7159277206,1.6085385625,0.2425370994,-1.5901484404
43,5,14,2,116.6999940000,39.8000020000,5.0084803763,286.964787,0.7176921794,1.6100383525,0.4697833127,-1.5399763426
43,5,14,3,116.6999940000,39.9000020000,5.0766921336,290.873033,0.6063590553,1.5154051970,0.5399362451,-1.4159525989
43,5,14,4,116.5999940000,39.9000020000,4.9007841063,280.794246,0.5725615584,1.4866773246,0.2784288829,-1.4603721528
44,5,15,1,116.7000000000,39.8000020000,5.0084887492,286.965267,0.7176853997,1.6100325897,0.4697945251,-1.5399668971
44,5,15,2,116.8000000000,39.8000020000,5.1415466415,294.588923,0.8018604905,1.6815814169,0.6997144313,-1.5290898523
44,5,15,3,116.8000000000,39.9000020000,5.2319677687,299.769672,0.7460356037,1.6341302632,0.8113694657,-1.4184714686
44,5,15,4,116.7000000000,39.9000020000,5.0767021213,290.873605,0.6063664614,1.5154114922,0.5399526302,-1.4159530882
45,5,16,1,116.8000060000,39.8000020000,5.1415542089,294.589356,0.8018633490,1.6815838466,0.6997270135,-1.5290867666
45,5,16,2,116.9000060000,39.8000020000,5.2602346844,301.389247,0.9442842835,1.8026416410,0.9389048664,-1.5388224517
45,5,16,3,116.9000060000,39.9000020000,5.3639570735,307.332102,1.4361331276,2.2207131585,1.3467159517,-1.7657641625
45,5,16,4,116.8000060000,39.9000020000,5.2319763884,299.770166,0.7460384205,1.6341326574,0.8113828813,-1.4184665530
46,6,2,1,115.4000000000,39.9000000000,3.5865054184,205.491624,1.0848362305,1.9221107959,-1.7349898752,-0.8272363899
46,6,2,2,115.5000000000,39.9000000000,3.6246285521,207.675918,1.0151325045,1.8628626289,-1.6497305085,-0.8652435629
46,6,2,3,115.5000000000,40.0000000000,3.5163593102,201.472548,0.9410028172,1.7998523947,-1.6749301544,-0.6588456727
46,6,2,4,115.4000000000,40.0000000000,3.4850196298,199.676916,1.0463995447,1.8894396130,-1.7791082043,-0.6362044078
47,6,3,1,115.5000000000,39.9000000000,3.6246285521,207.675918,1.0151325045,1.8628626289,-1.6497305085,-0.8652435629
47,6,3,2,115.6000000000,39.9000000000,3.6692323388,210.231527,0.9146589217,1.7774600835,-1.5357217507,-0.8949430443
47,6,3,3,115.6000000000,40.0000000000,3.5536366185,203.608380,0.8489835128,1.7216359859,-1.5775422230,-0.6894860424
47,6,3,4,115.5000000000,40.0000000000,3.5163593102,201.472548,0.9410028172,1.7998523947,-1.6749301544,-0.6588456727
48,6,4,1,115.5999940000,39.9000000000,3.6692294387,210.231361,0.9146655871,1.7774657490,-1.5357292412,-0.8949414431
48,6,4,2,115.6999940000,39.9000000000,3.7218873389,213.248436,0.7556105030,1.6422689275,-1.3734313418,-0.9004074521
48,6,4,3,115.6999940000,40.0000000000,3.5985723566,206.183008,0.7962056224,1.6767747791,-1.5047196842,-0.7398596701
48,6,4,4,115.5999940000,40.0000000000,3.5536341721,203.608240,0.8489860342,1.7216381291,-1.5775458736,-0.6894830413
49,6,5,1,115.7000000000,39.9000000000,3.7218907778,213.248633,0.7556043662,1.6422637113,-1.3734238831,-0.9004093152
49,6,5,2,115.8000000000,39.9000000000,3.7846142298,216.842422,0.6927261717,1.5888172460,-1.2715107844,-0.9526807263
49,6,5,3,115.8000000000,40.0000000000,3.6535556372,209.333318,0.7137665406,1.6067015595,-1.4006975845,-0.7871062050
49,6,5,4,115.7000000000,40.0000000000,3.5985753263,206.183178,0.7962014402,1.6767712242,-1.5047142969,-0.7398625702
50,6,6,1,115.8000060000,39.9000000000,3.7846183430,216.842658,0.6927212419,1.5888130556,-1.2715035124,-0.9526834436
50,6,6,2,115.9000060000,39.9000000000,3.8599324793,221.157840,0.6080688955,1.5168585611,-1.1420418794,-0.9982986728
50,6,6,3,115.9000060000,40.0000000000,3.7218957451,213.248918,0.5666970988,1.4816925340,-1.2391342952,-0.8123785840
50,6,6,4,115.8000060000,40.0000000000,3.6535592979,209.333528,0.7137598752,1.6066958939,-1.4006897640,-0.7871085570
51,6,7,1,115.9000000000,39.9000000000,3.8599275242,221.157556,0.6080705165,1.5168599390,-1.1420478635,-0.9982939207
51,6,7,2,116.0000000000,39.9000000000,3.9508772251,226.368590,0.5744835356,1.4883110053,-1.0269590498,-1.0772301326
51,6,7,3,116.0000000000,40.0000000000,3.8081798375,218.192632,0.4990038150,1.4241532428,-1.1192938841,-0.8805643985
51,6,7,4,115.9000000000,40.0000000000,3.7218911599,213.248655,0.5667032355,1.4816977502,-1.2391423824,-0.8123757622
52,6,8,1,116.0000000000,39.9000000000,3.9508772251,226.368590,0.5744835356,1.4883110053,-1.0269590498,-1.0772301326
52,6,8,2,116.1000000000,39.9000000000,4.0608305311,232.668451,0.5255457761,1.4467139097,-0.8773254017,-1.1503396350
52,6,8,3,116.1000000000,40.0000000000,3.9186178635,224.520265,0.4296971787,1.3652426019,-0.9734213855,-0.9572555396
52,6,8,4,116.0000000000,40.0000000000,3.8081798375,218.192632,0.4990038150,1.4241532428,-1.1192938841,-0.8805643985
53,6,9,1,116.0999940000,39.9000000000,4.0608232983,232.668036,0.5255507330,1.4467181231,-0.8773362771,-1.1503366396
53,6,9,2,116.1999940000,39.9000000000,4.1928037273,240.229958,0.5456934884,1.4638394651,-0.7268258198,-1.2706495218
53,6,9,3,116.1999940000,40.0000000000,4.0608212892,232.667921,0.3941644109,1.3350397493,-0.8096130616,-1.0615355965
53,6,9,4,116.0999940000,40.0000000000,3.9186103646,224.519835,0.4297003484,1.3652452961,-0.9734304849,-0.9572501291
54,6,10,1,116.2000000000,39.9000000000,4.1928123470,240.230452,0.5456892783,1.4638358865,-0.7268130903,-1.2706526805
54,6,10,2,116.3000000000,39.9000000000,4.3480775041,249.126490,0.5563803276,1.4729232784,-0.5248114659,-1.3762543041
54,6,10,3,116.3000000000,40.0000000000,4.2420091312,243.049220,0.4149924276,1.3527435635,-0.6130970854,-1.2058304658
54,6,10,4,116.2000000000,40.0000000000,4.0608309330,232.668474,0.3941594540,1.3350355359,-0.8096002692,-1.0615400540
55,6,11,1,116.3000060000,39.9000000000,4.3480874917,249.127062,0.5563814098,1.4729241983,-0.5247980480,-1.3762604051
55,6,11,2,116.4000060000,39.9000000000,4.5239947743,259.205807,0.4955817552,1.4212444919,-0.2661731638,-1.3960973292
55,6,11,3,116.4000060000,40.0000000000,4.4634550321,255.737135,0.3903528174,1.3317998948,-0.3281167495,-1.2907479841
55,6,11,4,116.3000060000,40.0000000000,4.2420212514,243.049914,0.4149923562,1.3527435028,-0.6130824430,-1.2058378425
56,6,12,1,116.4000000000,39.9000000000,4.5239837356,259.205175,0.4955846311,1.4212469365,-0.2661890327,-1.3960967922
56,6,12,2,116.5000000000,39.9000000000,4.7123889804,270.000000,0.5319559181,1.4521625304,-0.0000000000,-1.4521625304
56,6,12,3,116.5000000000,40.0000000000,4.7123889804,270.000000,0.3989672711,1.3391221804,-0.0000000000,-1.3391221804
56,6,12,4,116.4000000000,40.0000000000,4.4634407047,255.736314,0.3903707635,1.3318151489,-0.3281390010,-1.2907580668
57,6,13,1,116.5000000000,39.9000000000,4.7123889804,270.000000,0.5319559181,1.4521625304,-0.0000000000,-1.4521625304
57,6,13,2,116.6000000000,39.9000000000,4.9007942252,280.794825,0.5725643716,1.4866797159,0.2784441081,-1.4603716843
57,6,13,3,116.6000000000,40.0000000000,4.9613372561,284.263686,0.4340838730,1.3689712920,0.3372937096,-1.3267687635
57,6,13,4,116.5000000000,40.0000000000,4.7123889804,270.000000,0.3989672711,1.3391221804,-0.0000000000,-1.3391221804
58,6,14,1,116.5999940000,39.9000000000,4.9007831865,280.794193,0.5725644257,1.4866797619,0.2784279960,-1.4603748030
58,6,14,2,116.6999940000,39.9000000000,5.0766904690,290.872938,0.6063608527,1.5154067248,0.5399344325,-1.4159549252
58,6,14,3,116.6999940000,40.0000000000,5.1827567094,296.950086,0.5007982332,1.4256784982,0.6461376121,-1.2708522206
58,6,14,4,116.5999940000,40.0000000000,4.9613229287,284.262865,0.4340807691,1.3689686538,0.3372740504,-1.3267710390
59,6,15,1,116.7000000000,39.9000000000,5.0767004567,290.873510,0.6063682589,1.5154130201,0.5399508176,-1.4159554146
59,6,15,2,116.8000000000,39.9000000000,5.2319656138,299.769548,0.7460386297,1.6341328353,0.8113676860,-1.4184754497
59,6,15,3,116.8000000000,40.0000000000,5.3639470278,307.331526,1.0770899455,1.9155264537,1.1616250586,-1.5231115580
59,6,15,4,116.7000000000,40.0000000000,5.1827688296,296.950780,0.5008547896,1.4257265712,0.6461748029,-1.2708872412
60,7,3,1,115.5000000000,40.0000000000,3.5163593102,201.472548,0.9410028172,1.7998523947,-1.6749301544,-0.6588456727
