experiment,title,kind,cell_count,topology_edges,connected_components,zero_area_cells,clockwise_orientation_cells,area_sum,area_mean,area_cv,area_min,area_max,perimeter_mean,aspect_ratio_median,aspect_ratio_max,vertices_outside_outer,vertices_inside_inner,centers_outside_outer,centers_inside_inner,non_adjacent_overlap_pairs,non_adjacent_overlap_area,ring_gap_area_proxy,ring_area_coverage_proxy,topology_edge_length_mean,topology_edge_length_max,topology_edge_length_cv,same_layer_edges,adjacent_layer_edges,long_diagonal_edges,long_diagonal_ratio
baseline_harmonic_annulus,Baseline 2 - Direct Harmonic Annulus Parameterization,uniform_laplacian_harmonic,176,312,1,1,2,12.728677906296852,0.07232203355850485,1.435613999869803,0.0,0.9571890724881916,1.0698307876433995,1.5878617673191098,15.309844324568624,0,136,5,35,46,1.722484757694439,0.0,1.672513525541169,0.2650537857400785,0.7255324409352328,0.4090481276447508,149,143,20,0.0641025641025641
