experiment,title,kind,cell_count,topology_edges,connected_components,zero_area_cells,clockwise_orientation_cells,area_sum,area_mean,area_cv,area_min,area_max,perimeter_mean,aspect_ratio_median,aspect_ratio_max,vertices_outside_outer,vertices_inside_inner,centers_outside_outer,centers_inside_inner,non_adjacent_overlap_pairs,non_adjacent_overlap_area,ring_gap_area_proxy,ring_area_coverage_proxy,topology_edge_length_mean,topology_edge_length_max,topology_edge_length_cv,same_layer_edges,adjacent_layer_edges,long_diagonal_edges,long_diagonal_ratio
baseline_area_preserving_annulus,Baseline 4 - Area-Preserving Annulus Parameterization,area_preserving_optimized,176,312,1,1,8,13.657735818714027,0.0776007716972388,0.21041760803814422,0.0,0.15528796376974902,1.5252232222454687,2.7515459642407043,33.686345211162205,0,268,8,61,250,4.717774447634,0.0,1.7945891987546512,0.5130118428853363,7.319185620877459,2.066035631326474,126,125,61,0.1955128205128205
