edge_id,cell_id_a,cell_id_b,index_a,index_b,row_a,col_a,row_b,col_b,initial_layer_a,initial_layer_b,initial_layer_delta,source_radius_a,source_radius_b,source_theta_a_deg,source_theta_b_deg,source_angle_delta_deg,source_radius_delta,initial_edge_type
88,48,49,47,48,6,4,6,5,4,3,1,1.7392995712,1.6489864756,208.364514,211.461986,3.097472,0.0903130957,adjacent_layer
89,48,61,47,60,6,4,7,4,4,3,1,1.7392995712,1.6814801872,208.364514,201.088722,7.275792,0.0578193840,adjacent_layer
90,49,50,48,49,6,5,6,6,3,2,1,1.6489864756,1.5365719919,211.461986,215.223306,3.761320,0.1124144837,adjacent_layer
91,49,62,48,61,6,5,7,5,3,2,1,1.6489864756,1.6013635439,211.461986,203.608394,7.853592,0.0476229316,adjacent_layer
92,50,51,49,50,6,6,6,7,2,1,1,1.5365719919,1.4579935767,215.223306,219.841399,4.618094,0.0785784152,adjacent_layer
93,50,63,49,62,6,6,7,6,2,2,0,1.5365719919,1.5540978834,215.223306,206.762219,8.461087,0.0175258915,same_layer
94,51,52,50,51,6,7,6,8,1,1,0,1.4579935767,1.4186321190,219.841399,225.562049,5.720650,0.0393614577,same_layer
95,51,64,50,63,6,7,7,7,1,1,0,1.4579935767,1.4741092133,219.841399,210.794773,9.046626,0.0161156366,same_layer
96,52,53,51,52,6,8,6,9,1,1,0,1.4186321190,1.3908789361,225.562049,232.667987,7.105938,0.0277531829,same_layer
97,52,65,51,64,6,8,7,8,1,1,0,1.4186321190,1.3767407495,225.562049,216.071076,9.490973,0.0418913695,same_layer
98,53,54,52,53,6,9,6,10,1,1,0,1.3908789361,1.4156956038,232.667987,241.420151,8.752164,0.0248166676,same_layer
99,53,66,52,65,6,9,7,9,1,0,1,1.3908789361,1.3023171367,232.667987,223.123379,9.544608,0.0885617995,adjacent_layer
100,54,55,53,54,6,10,6,11,1,1,0,1.4156956038,1.4176416900,241.420151,251.900338,10.480187,0.0019460862,same_layer
101,54,67,53,66,6,10,7,10,1,0,1,1.4156956038,1.2791963490,241.420151,232.668492,8.751659,0.1364992547,adjacent_layer
102,55,56,54,55,6,11,6,12,1,1,0,1.4176416900,1.3504491640,251.900338,263.782019,11.881681,0.0671925259,same_layer
103,55,68,54,67,6,11,7,11,1,0,1,1.4176416900,1.2937845136,251.900338,245.412075,6.488264,0.1238571763,adjacent_layer
104,56,57,55,56,6,12,6,13,1,1,0,1.3504491640,1.4355269680,263.782019,276.217981,12.435962,0.0850778040,same_layer
105,56,69,55,68,6,12,7,12,1,0,1,1.3504491640,1.2526928138,263.782019,261.327348,2.454671,0.0977563502,adjacent_layer
106,57,58,56,57,6,13,6,14,1,1,0,1.4355269680,1.4271257510,276.217981,288.099662,11.881681,0.0084012170,same_layer
107,57,70,56,69,6,13,7,13,1,0,1,1.4355269680,1.3042710861,276.217981,278.672652,2.454671,0.1312558818,adjacent_layer
108,58,59,57,58,6,14,6,15,1,2,1,1.4271257510,1.5213971702,288.099662,298.579849,10.480187,0.0942714193,adjacent_layer
109,58,71,57,70,6,14,7,14,1,0,1,1.4271257510,1.3407899590,288.099662,294.587925,6.488264,0.0863357919,adjacent_layer
110,59,72,58,71,6,15,7,15,2,4,2,1.5213971702,1.7629388532,298.579849,307.331508,8.751659,0.2415416830,long_layer_conflict
111,60,61,59,60,7,3,7,4,4,3,1,1.7710620303,1.6814801872,199.037011,201.088722,2.051711,0.0895818430,adjacent_layer
112,61,62,60,61,7,4,7,5,3,2,1,1.6814801872,1.6013635439,201.088722,203.608394,2.519672,0.0801166433,adjacent_layer
113,62,63,61,62,7,5,7,6,2,2,0,1.6013635439,1.5540978834,203.608394,206.762219,3.153825,0.0472656606,same_layer
114,63,64,62,63,7,6,7,7,2,1,1,1.5540978834,1.4741092133,206.762219,210.794773,4.032554,0.0799886701,adjacent_layer
115,63,75,62,74,7,6,8,6,2,2,0,1.5540978834,1.5821387343,206.762219,196.835090,9.927129,0.0280408509,same_layer
116,64,65,63,64,7,7,7,8,1,1,0,1.4741092133,1.3767407495,210.794773,216.071076,5.276302,0.0973684638,same_layer
117,64,76,63,75,7,7,8,7,1,1,0,1.4741092133,1.4447196465,210.794773,199.676977,11.117796,0.0293895668,same_layer
118,65,66,64,65,7,8,7,9,1,0,1,1.3767407495,1.3023171367,216.071076,223.123379,7.052303,0.0744236129,adjacent_layer
119,65,77,64,76,7,8,8,8,1,1,0,1.3767407495,1.3608186599,216.071076,203.608450,12.462626,0.0159220896,same_layer
120,66,67,65,66,7,9,7,10,0,0,0,1.3023171367,1.2791963490,223.123379,232.668492,9.545113,0.0231207876,same_layer
121,66,78,65,77,7,9,8,9,0,0,0,1.3023171367,1.3033563548,223.123379,209.332980,13.790399,0.0010392182,same_layer
122,67,68,66,67,7,10,7,11,0,0,0,1.2791963490,1.2937845136,232.668492,245.412075,12.743582,0.0145881646,same_layer
123,67,79,66,78,7,10,8,10,0,0,0,1.2791963490,1.2120767463,232.668492,218.192725,14.475767,0.0671196027,same_layer
124,68,69,67,68,7,11,7,12,0,0,0,1.2937845136,1.2526928138,245.412075,261.327348,15.915273,0.0410916998,same_layer
125,68,80,67,79,7,11,8,11,0,0,0,1.2937845136,1.1675137619,245.412075,232.669671,12.742404,0.1262707517,same_layer
126,69,70,68,69,7,12,7,13,0,0,0,1.2526928138,1.3042710861,261.327348,278.672652,17.345304,0.0515782723,same_layer
127,69,81,68,80,7,12,8,12,0,0,0,1.2526928138,1.1659077037,261.327348,255.736360,5.590988,0.0867851101,same_layer
128,70,71,69,70,7,13,7,14,0,0,0,1.3042710861,1.3407899590,278.672652,294.587925,15.915273,0.0365188729,same_layer
129,70,82,69,81,7,13,8,13,0,0,0,1.3042710861,1.1844861877,278.672652,284.263640,5.590988,0.1197848984,same_layer
130,71,72,70,71,7,14,7,15,0,4,4,1.3407899590,1.7629388532,294.587925,307.331508,12.743582,0.4221488942,long_layer_conflict
131,71,83,70,82,7,14,8,14,0,1,1,1.3407899590,1.4577504467,294.587925,307.330329,12.742404,0.1169604877,adjacent_layer
132,72,73,71,72,7,15,7,16,4,5,1,1.7629388532,1.8336002496,307.331508,316.876621,9.545113,0.0706613964,adjacent_layer
133,72,84,71,83,7,15,8,15,4,2,2,1.7629388532,1.5154585480,307.331508,321.807275,14.475767,0.2474803053,long_layer_conflict
134,73,74,72,73,7,16,7,17,5,5,0,1.8336002496,1.8267402669,316.876621,323.928924,7.052303,0.0068599828,same_layer
135,73,85,72,84,7,16,8,16,5,2,3,1.8336002496,1.5335001657,316.876621,330.667020,13.790399,0.3001000839,long_layer_conflict
136,74,86,73,85,7,17,8,17,5,2,3,1.8267402669,1.5641342581,323.928924,336.391550,12.462626,0.2626060088,long_layer_conflict
137,75,76,74,75,8,6,8,7,2,1,1,1.5821387343,1.4447196465,196.835090,199.676977,2.841887,0.1374190878,adjacent_layer
138,76,77,75,76,8,7,8,8,1,1,0,1.4447196465,1.3608186599,199.676977,203.608450,3.931473,0.0839009865,same_layer
139,76,91,75,90,8,7,9,7,1,5,4,1.4447196465,1.8219573513,199.676977,186.797646,12.879331,0.3772377048,long_layer_conflict
140,77,78,76,77,8,8,8,9,1,0,1,1.3608186599,1.3033563548,203.608450,209.332980,5.724530,0.0574623051,adjacent_layer
141,77,92,76,91,8,8,9,8,1,3,2,1.3608186599,1.6352188342,203.608450,188.289117,15.319333,0.2744001743,long_layer_conflict
142,78,79,77,78,8,9,8,10,0,0,0,1.3033563548,1.2120767463,209.332980,218.192725,8.859745,0.0912796085,same_layer
143,78,93,77,92,8,9,9,9,0,1,1,1.3033563548,1.4842437877,209.332980,190.609294,18.723686,0.1808874329,adjacent_layer
144,79,80,78,79,8,10,8,11,0,0,0,1.2120767463,1.1675137619,218.192725,232.669671,14.476946,0.0445629844,same_layer
145,79,94,78,93,8,10,9,10,0,0,0,1.2120767463,1.2841100853,218.192725,194.694497,23.498228,0.0720333390,same_layer
146,80,81,79,80,8,11,8,12,0,0,0,1.1675137619,1.1659077037,232.669671,255.736360,23.066689,0.0016060582,same_layer
147,80,95,79,94,8,11,9,11,0,0,0,1.1675137619,1.1202716327,232.669671,203.609572,29.060099,0.0472421292,same_layer
148,81,82,80,81,8,12,8,13,0,0,0,1.1659077037,1.1844861877,255.736360,284.263640,28.527280,0.0185784840,same_layer
149,81,96,80,95,8,12,9,12,0,0,0,1.1659077037,1.0558396014,255.736360,232.668934,23.067426,0.1100681023,same_layer
150,82,83,81,82,8,13,8,14,0,1,1,1.1844861877,1.4577504467,284.263640,307.330329,23.066689,0.2732642591,adjacent_layer
151,82,97,81,96,8,13,9,13,0,0,0,1.1844861877,1.1525884513,284.263640,307.331066,23.067426,0.0318977364,same_layer
152,83,84,82,83,8,14,8,15,1,2,1,1.4577504467,1.5154585480,307.330329,321.807275,14.476946,0.0577081012,adjacent_layer
153,83,98,82,97,8,14,9,14,1,0,1,1.4577504467,1.1880428789,307.330329,336.390428,29.060099,0.2697075679,adjacent_layer
154,84,85,83,84,8,15,8,16,2,2,0,1.5154585480,1.5335001657,321.807275,330.667020,8.859745,0.0180416177,same_layer
155,84,99,83,98,8,15,9,15,2,0,2,1.5154585480,1.2597438261,321.807275,345.305503,23.498228,0.2557147219,long_layer_conflict
156,85,86,84,85,8,16,8,17,2,2,0,1.5335001657,1.5641342581,330.667020,336.391550,5.724530,0.0306340923,same_layer
157,85,100,84,99,8,16,9,16,2,1,1,1.5335001657,1.3425367328,330.667020,349.390706,18.723686,0.1909634329,adjacent_layer
158,86,87,85,86,8,17,8,18,2,3,1,1.5641342581,1.6394510173,336.391550,340.323023,3.931473,0.0753167592,adjacent_layer
159,86,101,85,100,8,17,9,17,2,1,1,1.5641342581,1.4349976195,336.391550,351.710883,15.319333,0.1291366386,adjacent_layer
160,87,88,86,87,8,18,8,19,3,4,1,1.6394510173,1.7016363123,340.323023,343.164910,2.841887,0.0621852950,adjacent_layer
161,87,102,86,101,8,18,9,18,3,2,1,1.6394510173,1.5274640541,340.323023,353.202354,12.879331,0.1119869632,adjacent_layer
162,88,89,87,88,8,19,8,20,4,4,0,1.7016363123,1.7792149507,343.164910,345.305690,2.140780,0.0775786384,same_layer
163,88,103,87,102,8,19,9,19,4,3,1,1.7016363123,1.6504602500,343.164910,354.240431,11.075521,0.0511760624,adjacent_layer
164,89,90,88,89,8,20,8,21,4,5,1,1.7792149507,1.8467201182,345.305690,346.971854,1.666164,0.0675051675,adjacent_layer
165,89,104,88,103,8,20,9,20,4,4,0,1.7792149507,1.7531205437,345.305690,355.004237,9.698547,0.0260944070,same_layer
166,91,92,90,91,9,7,9,8,5,3,2,1.8219573513,1.6352188342,186.797646,188.289117,1.491471,0.1867385171,long_layer_conflict
167,91,105,90,104,9,7,10,7,5,5,0,1.8219573513,1.8040795908,186.797646,173.202354,13.595292,0.0178777604,same_layer
168,92,93,91,92,9,8,9,9,3,1,2,1.6352188342,1.4842437877,188.289117,190.609294,2.320177,0.1509750464,long_layer_conflict
169,92,106,91,105,9,8,10,8,3,2,1,1.6352188342,1.5916110297,188.289117,171.710883,16.578234,0.0436078044,adjacent_layer
170,93,94,92,93,9,9,9,10,1,0,1,1.4842437877,1.2841100853,190.609294,194.694497,4.085203,0.2001337024,adjacent_layer
171,93,107,92,106,9,9,10,9,1,1,0,1.4842437877,1.4410657543,190.609294,169.390706,21.218589,0.0431780334,same_layer
172,94,95,93,94,9,10,9,11,0,0,0,1.2841100853,1.1202716327,194.694497,203.609572,8.915074,0.1638384526,same_layer
173,94,108,93,107,9,10,10,10,0,0,0,1.2841100853,1.2920108698,194.694497,165.305503,29.388994,0.0079007845,same_layer
174,95,96,94,95,9,11,9,12,0,0,0,1.1202716327,1.0558396014,203.609572,232.668934,29.059363,0.0644320313,same_layer
175,95,109,94,108,9,11,10,11,0,0,0,1.1202716327,1.1741898300,203.609572,156.390428,47.219143,0.0539181973,same_layer
176,96,97,95,96,9,12,9,13,0,0,0,1.0558396014,1.1525884513,232.668934,307.331066,74.662132,0.0967488498,same_layer
177,96,110,95,109,9,12,10,12,0,0,0,1.0558396014,1.1160280282,232.668934,127.331066,105.337868,0.0601884268,same_layer
178,97,98,96,97,9,13,9,14,0,0,0,1.1525884513,1.1880428789,307.331066,336.390428,29.059363,0.0354544276,same_layer
179,97,111,96,110,9,13,10,13,0,0,0,1.1525884513,1.0972007262,307.331066,52.668934,105.337868,0.0553877251,same_layer
180,98,99,97,98,9,14,9,15,0,0,0,1.1880428789,1.2597438261,336.390428,345.305503,8.915074,0.0717009473,same_layer
181,98,112,97,111,9,14,10,14,0,0,0,1.1880428789,1.1396137546,336.390428,23.609572,47.219143,0.0484291243,same_layer
182,99,100,98,99,9,15,9,16,0,1,1,1.2597438261,1.3425367328,345.305503,349.390706,4.085203,0.0827929067,adjacent_layer
183,99,113,98,112,9,15,10,15,0,0,0,1.2597438261,1.2813141120,345.305503,14.694497,29.388994,0.0215702858,same_layer
184,100,101,99,100,9,16,9,17,1,1,0,1.3425367328,1.4349976195,349.390706,351.710883,2.320177,0.0924608866,same_layer
185,100,114,99,113,9,16,10,16,1,1,0,1.3425367328,1.4067386834,349.390706,10.609294,21.218589,0.0642019506,same_layer
186,101,102,100,101,9,17,9,18,1,2,1,1.4349976195,1.5274640541,351.710883,353.202354,1.491471,0.0924664346,adjacent_layer
187,101,115,100,114,9,17,10,17,1,2,1,1.4349976195,1.5266453045,351.710883,8.289117,16.578234,0.0916476850,adjacent_layer
188,102,103,101,102,9,18,9,19,2,3,1,1.5274640541,1.6504602500,353.202354,354.240431,1.038077,0.1229961959,adjacent_layer
189,102,116,101,115,9,18,10,18,2,3,1,1.5274640541,1.6401466787,353.202354,6.797646,13.595292,0.1126826246,adjacent_layer
190,103,104,102,103,9,19,9,20,3,4,1,1.6504602500,1.7531205437,354.240431,355.004237,0.763806,0.1026602937,adjacent_layer
191,103,117,102,116,9,19,10,19,3,4,1,1.6504602500,1.7439376407,354.240431,5.759569,11.519138,0.0934773907,adjacent_layer
192,104,118,103,117,9,20,10,20,4,5,1,1.7531205437,1.8477410582,355.004237,4.995763,9.991526,0.0946205145,adjacent_layer
193,105,106,104,105,10,7,10,8,5,2,3,1.8040795908,1.5916110297,173.202354,171.710883,1.491471,0.2124685611,long_layer_conflict
194,105,120,104,119,10,7,11,7,5,3,2,1.8040795908,1.6137956420,173.202354,160.323265,12.879089,0.1902839489,long_layer_conflict
195,106,107,105,106,10,8,10,9,2,1,1,1.5916110297,1.4410657543,171.710883,169.390706,2.320177,0.1505452755,adjacent_layer
196,106,121,105,120,10,8,11,8,2,2,0,1.5916110297,1.5225720013,171.710883,156.391830,15.319053,0.0690390284,same_layer
197,107,108,106,107,10,9,10,10,1,0,1,1.4410657543,1.2920108698,169.390706,165.305503,4.085203,0.1490548845,adjacent_layer
198,107,122,106,121,10,9,11,9,1,1,0,1.4410657543,1.4435695557,169.390706,150.667346,18.723360,0.0025038014,same_layer
199,108,109,107,108,10,10,10,11,0,0,0,1.2920108698,1.1741898300,165.305503,156.390428,8.915074,0.1178210398,same_layer
200,108,123,107,122,10,10,11,10,0,1,1,1.2920108698,1.4358987829,165.305503,141.807646,23.497857,0.1438879131,adjacent_layer
201,109,110,108,109,10,11,10,12,0,0,0,1.1741898300,1.1160280282,156.390428,127.331066,29.059363,0.0581618018,same_layer
202,109,124,108,123,10,11,11,11,0,1,1,1.1741898300,1.3480726371,156.390428,127.330697,29.059731,0.1738828071,adjacent_layer
203,110,111,109,110,10,12,10,13,0,0,0,1.1160280282,1.0972007262,127.331066,52.668934,74.662132,0.0188273020,same_layer
204,110,125,109,124,10,12,11,12,0,0,0,1.1160280282,1.2706587357,127.331066,104.263822,23.067243,0.1546307075,same_layer
