experiment,title,kind,cell_count,topology_edges,connected_components,zero_area_cells,clockwise_orientation_cells,area_sum,area_mean,area_cv,area_min,area_max,perimeter_mean,aspect_ratio_median,aspect_ratio_max,vertices_outside_outer,vertices_inside_inner,centers_outside_outer,centers_inside_inner,non_adjacent_overlap_pairs,non_adjacent_overlap_area,ring_gap_area_proxy,ring_area_coverage_proxy,topology_edge_length_mean,topology_edge_length_max,topology_edge_length_cv,same_layer_edges,adjacent_layer_edges,long_diagonal_edges,long_diagonal_ratio
baseline_conformal_annulus,Baseline 3 - Conformal Annulus Parameterization,cotangent_conformal_harmonic,176,312,1,1,2,12.730221880149374,0.07233080613721235,1.4655634686450387,0.0,1.1139488930804222,1.0738182944686017,1.6156767014739741,8.667512607999168,0,128,5,34,46,1.6064807102407062,0.0,1.6727163994900922,0.26464367033777125,0.7789591581689472,0.41332037801013144,145,147,20,0.0641025641025641
