experiment,title,kind,cell_count,topology_edges,connected_components,zero_area_cells,clockwise_orientation_cells,area_sum,area_mean,area_cv,area_min,area_max,perimeter_mean,aspect_ratio_median,aspect_ratio_max,vertices_outside_outer,vertices_inside_inner,centers_outside_outer,centers_inside_inner,non_adjacent_overlap_pairs,non_adjacent_overlap_area,ring_gap_area_proxy,ring_area_coverage_proxy,topology_edge_length_mean,topology_edge_length_max,topology_edge_length_cv,same_layer_edges,adjacent_layer_edges,long_diagonal_edges,long_diagonal_ratio
baseline_polar_mapping,Baseline 1 - four-corner direct polar mapping,four_corner_direct_polar,176,312,1,0,0,8.588250534000856,0.04879687803409578,1.2116905465354644,0.00528144292352517,0.4614218777584348,1.0606972804968284,2.2915906127061287,13.49731665474377,64,0,6,4,3,0.0012516596461166207,0.0,1.1284726728568388,0.27017876271502816,1.4101347537335822,0.6670657902978453,133,147,32,0.10256410256410256
